,NRMSE,Posterior Contraction,Calibration Error
$v$,0.041757111013492776,0.9739319963934415,0.024868421052631595
$v_\theta$,0.03120112838526799,0.992244479361858,0.018157894736842095
$a$,0.03245483471119964,0.9859378220868567,0.03565789473684211
$\tau$,0.044692163515567956,0.9698185315573145,0.020657894736842097
