,C2ST Accuracy
$v$,0.5507
$v_\theta$,0.517825
$a$,0.5530999999999999
$\tau$,0.5119375
$s_v$,0.5106750000000001
$s_\tau$,0.5323249999999999
$v$ -- $u_1$ | $c_{1}$,0.54205
$a$ -- $u_1$ | $c_{1}$,0.5414874999999999
$v$ -- $u_2$ | $c_{1}$,0.5426625
$a$ -- $u_2$ | $c_{1}$,0.53015
_mean_accuracy_,0.53329125
_joint_c2st_,0.9716124999999998
