,NRMSE,Posterior Contraction,Calibration Error
$v$,0.04358546435832977,0.9695391654968262,0.018289473684210536
$v_\theta$,0.03241762891411781,0.9905597567558289,0.01697368421052632
$a$,0.03391547501087189,0.9839061498641968,0.01815789473684215
$\tau$,0.045803140848875046,0.9658860564231873,0.008289473684210513
