id,stim_type,factual_truth,resp,correct,rt,rt_question,rt_total,condition
2,0,1,1,1,4.37583710008767,3.22852150001563,7.6043586001033,1
2,1,1,1,1,3.08146560005844,2.4585822999943,5.540047900052739,2
2,1,1,0,0,3.75982240005396,3.07488540001214,6.8347078000661,2
2,0,0,0,1,0.980391999939457,1.76668970007449,2.747081700013947,3
2,0,0,1,0,1.72611009993125,3.6013378999196,5.32744799985085,3
2,1,0,0,1,1.66986619995441,3.08024229994044,4.75010849989485,4
2,1,0,1,0,1.14039290009532,1.61362090008333,2.75401380017865,4
2,1,0,1,0,3.63284470001236,3.80535300006159,7.43819770007395,4
2,1,1,1,1,2.00257279991638,3.2166308000451,5.21920359996148,2
2,1,0,1,0,1.10217960004229,1.77462549996562,2.87680510000791,4
2,0,0,0,1,2.09486119996291,2.40719639998861,4.50205759995152,3
2,1,1,1,1,1.20593749999534,1.71975269995164,2.92569019994698,2
2,1,0,0,1,1.28411270002834,2.05800869991072,3.34212139993906,4
2,0,1,0,0,2.88787079998292,4.27662890008651,7.164499700069429,1
2,0,1,0,0,1.72434100008104,2.39148099999875,4.11582200007979,1
2,1,0,0,1,1.91513019998092,2.11268679995555,4.02781699993647,4
2,0,1,1,1,0.984027799917385,2.00636440003291,2.990392199950295,1
2,1,1,1,1,0.973254700074904,1.29353530006483,2.266790000139734,2
2,0,1,0,0,2.81727669993415,1.7703640999971,4.58764079993125,1
2,1,1,0,0,3.92955580004491,2.9374594000401,6.86701520008501,2
2,1,1,1,1,2.46891579998191,1.97469790000468,4.4436136999865905,2
2,0,0,1,0,1.77427409996744,2.93476410000585,4.70903819997329,3
2,1,1,0,0,4.53646380000282,2.77686300000641,7.31332680000923,2
2,0,0,0,1,2.47233010001946,1.5827152999118,4.05504539993126,3
2,1,0,0,1,1.69966459996067,1.9395217000274,3.6391862999880704,4
2,0,1,0,0,2.1636986999074,2.13384139991831,4.29754009982571,1
2,0,1,1,1,3.18326329998672,2.5401605999795702,5.72342389996629,1
2,0,1,0,0,3.04526279994752,2.76703539991286,5.81229819986038,1
2,0,1,0,0,2.97199099999852,3.24547660001554,6.21746760001406,1
2,1,1,1,1,1.97216220002156,1.91890119994059,3.89106339996215,2
2,0,1,0,0,2.18864830001257,3.26657470001373,5.4552230000263,1
2,1,0,1,0,1.21092990005855,4.07020740001462,5.281137300073169,4
2,0,1,1,1,2.29295270005241,2.32125769997947,4.6142104000318795,1
2,1,1,1,1,3.79997020005248,2.58977140008938,6.3897416001418605,2
2,1,1,1,1,1.16732139990199,1.69974599999841,2.8670673999004,2
2,0,1,1,1,1.23921919998247,2.01162310002837,3.25084230001084,1
2,0,1,1,1,3.07973070000298,3.42900120001286,6.508731900015841,1
2,0,1,0,0,2.77264229999855,3.18333609995898,5.95597839995753,1
2,0,0,0,1,1.89126270008273,1.52887249994092,3.4201352000236502,3
2,1,1,0,0,3.07868879998568,2.02539069997147,5.10407949995715,2
2,1,0,0,1,2.09329489991069,1.51066080003511,3.6039556999458,4
2,1,1,0,0,3.36014050000813,1.86768539994955,5.22782589995768,2
2,0,0,0,1,1.71206749998964,2.1238769000629,3.83594440005254,3
2,1,1,1,1,1.91792699997313,1.90736750001088,3.82529449998401,2
2,1,1,1,1,2.41978270001709,2.98092020000331,5.4007029000204,2
2,0,0,1,0,1.79445659997873,3.30656990001444,5.10102649999317,3
2,0,0,0,1,1.27864439995028,1.38627849996556,2.66492289991584,3
2,0,0,1,0,1.05492720007896,2.98415369994473,4.03908090002369,3
2,1,1,1,1,0.938138599973172,2.29252760007512,3.230666200048292,2
2,0,0,1,0,0.948067300021648,3.50893879996147,4.4570060999831185,3
2,0,0,1,0,1.44318900001235,1.7998915000353,3.24308050004765,3
2,0,1,0,0,2.64556670002639,4.35145059996285,6.99701729998924,1
2,0,1,0,0,1.06198150001001,1.84456220001448,2.90654370002449,1
2,1,1,1,1,1.88616470003035,1.48353860003408,3.36970330006443,2
2,1,1,0,0,1.1177359999856,1.61413249990437,2.73186849988997,2
2,1,1,0,0,2.25138289993629,2.54939219995867,4.80077509989496,2
2,1,1,1,1,3.26204990001861,2.02494969998952,5.28699960000813,2
2,1,0,0,1,1.21101239998825,1.54314980003983,2.7541622000280803,4
2,0,0,0,1,2.30700699996669,2.55646899994463,4.863475999911319,3
2,1,0,1,0,1.08007580006961,1.50003750005271,2.5801133001223198,4
2,1,1,0,0,2.71270809997804,3.56895270000678,6.28166079998482,2
2,1,1,1,1,2.18672899994999,2.53619669994805,4.72292569989804,2
2,1,0,0,1,2.56649910006672,3.88639330002479,6.45289240009151,4
2,1,0,1,0,1.38326329994015,2.88009880005848,4.263362099998631,4
2,1,0,1,0,0.935104500036687,4.31083049997687,5.2459350000135565,4
2,0,1,0,0,2.53459449997172,2.78912289999425,5.32371739996597,1
2,0,1,0,0,1.36606510006823,1.88570099999197,3.2517661000602,1
2,1,1,1,1,1.06053700007033,1.75991010002326,2.82044710009359,2
2,0,0,1,0,1.64371930004563,3.43213450000621,5.07585380005184,3
2,1,0,0,1,1.25599610002246,1.67897069989704,2.9349667999194997,4
2,1,0,1,0,1.49653539992869,1.86065829999279,3.35719369992148,4
2,0,0,0,1,1.23157429997809,1.70014920004178,2.93172350001987,3
2,0,0,0,1,1.0985838000197,2.77195750002284,3.87054130004254,3
2,0,0,0,1,1.09266470000148,2.84209259995259,3.93475729995407,3
2,1,0,1,0,1.1799267999595,2.0510911999736,3.2310179999331,4
2,0,1,0,0,2.37446009996347,2.23967849998735,4.61413859995082,1
2,0,1,1,1,1.57439109997358,2.2127552999882,3.78714639996178,1
2,1,0,0,1,2.93643130001146,1.53407699998934,4.4705083000008,4
2,1,0,1,0,0.899120899965055,1.27856160001829,2.177682499983345,4
2,1,0,1,0,2.4437921999488,2.07115209999029,4.51494429993909,4
2,1,1,1,1,1.06374290003441,1.8025723999599,2.86631529999431,2
2,1,1,0,0,1.07916799990926,2.2056903000921,3.2848583000013605,2
2,1,0,0,1,1.11252379999496,2.8122881000163,3.92481190001126,4
2,1,0,1,0,0.967198199941777,2.44963239994831,3.416830599890087,4
2,0,0,0,1,1.77178289997391,1.47304160008207,3.24482450005598,3
2,0,0,1,0,1.62272969994228,2.3039777999511,3.9267074998933804,3
2,1,0,0,1,1.08081389998551,1.84690030000638,2.9277141999918896,4
2,0,0,0,1,2.17646700004116,3.91592719999608,6.092394200037241,3
2,0,0,0,1,1.27606089995243,2.33656810002867,3.6126289999811,3
2,1,1,1,1,1.99509750003926,1.70977780001704,3.7048753000563,2
2,1,0,1,0,1.18491459998768,1.52776909992099,2.71268369990867,4
2,1,0,1,0,1.20677300007083,1.60274400003254,2.8095170001033702,4
2,0,1,0,0,2.16730969992932,1.27618889999576,3.4434985999250802,1
2,1,0,0,1,1.82767209992744,2.54307760007214,4.37074969999958,4
2,0,0,1,0,2.04959059995599,1.63302639999893,3.68261699995492,3
2,0,0,0,1,0.990483700064942,1.5670831000898,2.557566800154742,3
2,1,1,1,1,1.69123450003099,2.25121999997646,3.9424545000074502,2
2,0,1,1,1,1.39491800009273,1.86208510003053,3.25700310012326,1
3,1,1,0,0,2.01640869991388,1.81193800002802,3.8283466999419,2
3,1,1,0,0,2.33120929996949,1.86182089999784,4.19303019996733,2
3,1,0,0,1,3.66095369996037,1.82216450001579,5.483118199976159,4
3,1,1,1,1,1.38035959994886,2.398217100068,3.7785767000168597,2
3,0,1,1,1,5.71920220006723,1.46437539998442,7.18357760005165,1
3,0,0,1,0,1.44956480001565,1.72914850001689,3.1787133000325403,3
3,1,1,0,0,3.63786020001862,1.60785590007436,5.24571610009298,2
3,1,0,1,0,1.91080269997474,2.26147370005492,4.17227640002966,4
3,0,0,1,0,2.97492209996562,1.03868640004657,4.01360850001219,3
3,0,0,0,1,4.85940149996895,1.0919243999524,5.95132589992135,3
3,0,0,0,1,3.26686990004964,2.12580549996346,5.3926754000131005,3
3,1,0,1,0,2.82134899997618,1.7254690999398,4.5468180999159795,4
3,1,0,1,0,1.88151539990213,2.03456369997002,3.91607909987215,4
3,1,1,0,0,3.42861930001527,1.93294800003059,5.36156730004586,2
3,0,0,0,1,3.55647960002534,1.46697490010411,5.02345450012945,3
3,0,1,1,1,4.11892500007525,2.00490810000338,6.12383310007863,1
3,1,1,1,1,1.60246540000662,1.75790520000737,3.36037060001399,2
3,0,0,0,1,2.05351780005731,1.83594870008528,3.88946650014259,3
3,0,1,0,0,1.43950239999685,1.58743700000923,3.02693940000608,1
3,0,0,0,1,5.22990410006605,1.42018050001934,6.65008460008539,3
3,0,1,1,1,2.06084629998077,1.204852300114,3.26569860009477,1
3,0,0,1,0,4.36690729996189,1.64421900000889,6.011126299970781,3
3,1,1,1,1,1.49445620004553,2.02642460004427,3.5208808000897998,2
3,0,0,1,0,3.17054979992099,2.26511089992709,5.43566069984808,3
3,1,0,1,0,2.15011480008252,2.83151669998188,4.981631500064401,4
3,1,0,1,0,3.06805300002452,1.45992970000952,4.527982700034039,4
3,0,0,1,0,1.37486700003501,1.20658479991835,2.58145179995336,3
3,1,1,1,1,1.32298150006682,2.02921790000983,3.3521994000766497,2
3,0,1,0,0,2.96904490003362,1.37497840006836,4.34402330010198,1
3,1,0,1,0,3.98363219993189,1.72736180003267,5.71099399996456,4
3,1,0,1,0,1.22787190007512,1.56352790002711,2.79139980010223,4
3,1,1,1,1,1.26248319994193,1.17818879999686,2.44067199993879,2
3,1,1,1,1,1.02933089993894,1.63447569997516,2.6638065999141,2
3,0,1,1,1,2.62364689994138,2.60986229998525,5.23350919992663,1
3,0,1,0,0,1.94579300004989,1.6106856999686,3.5564787000184896,1
3,0,0,1,0,5.29265099996701,3.14182979997713,8.43448079994414,3
3,1,0,1,0,1.33135420002509,2.48803230002522,3.8193865000503098,4
3,1,1,0,0,2.20667710003909,1.7752552999882,3.98193240002729,2
3,0,1,1,1,1.87701010005549,1.30102669994812,3.1780368000036097,1
3,1,0,1,0,1.05389909993391,1.00354130007327,2.05744040000718,4
3,0,1,0,0,2.53015649993904,1.00771129992791,3.53786779986695,1
3,0,1,1,1,2.3576624999987,1.06564190005884,3.42330440005754,1
3,0,0,1,0,1.83037550002337,2.14335309993476,3.9737285999581298,3
3,1,0,1,0,1.31056030001491,1.93494469998404,3.24550499999895,4
3,0,1,0,0,1.48800350003876,3.01252350001596,4.50052700005472,1
3,0,1,1,1,2.47199350001756,3.40885979996528,5.8808532999828405,1
3,1,1,1,1,2.21904839994386,1.2369007000234,3.45594909996726,2
3,0,1,1,1,0.925602699979208,2.12731709994841,3.052919799927618,1
3,0,1,1,1,3.14547920005862,2.43828399991617,5.58376319997479,1
3,0,1,1,1,1.76605839992408,1.60073539998848,3.3667937999125597,1
3,0,0,0,1,1.74808250006754,1.35622870002408,3.1043112000916198,3
3,1,1,1,1,2.35627440002281,2.86983169999439,5.2261061000171996,2
3,1,1,1,1,1.64154480001889,1.98635310004465,3.62789790006354,2
3,1,1,0,0,2.98690420005005,1.23034720006399,4.21725140011404,2
3,1,1,1,1,1.03230239998084,2.29060969990678,3.32291209988762,2
3,0,1,1,1,1.12922270002309,1.29852860001847,2.4277513000415603,1
3,1,0,0,1,2.15705949999392,1.6837349999696,3.84079449996352,4
3,0,0,0,1,1.63629139994737,1.7796190000372,3.41591039998457,3
3,0,1,1,1,2.49435890000314,1.38544989994261,3.8798087999457502,1
3,0,0,0,1,1.3744876999408,2.92303509998601,4.29752279992681,3
3,0,0,1,0,1.51656010001898,1.89819930004887,3.41475940006785,3
3,0,0,1,0,0.869468200020492,1.73263889993541,2.602107099955902,3
3,1,1,1,1,1.13686090009287,1.20049079996534,2.33735170005821,2
3,1,0,1,0,3.04403760004789,2.14728720008861,5.1913248001365,4
3,0,0,1,0,2.85426179994829,1.46180739998817,4.31606919993646,3
3,1,0,1,0,5.48004759999458,1.10307860001922,6.5831262000138,4
3,0,1,0,0,7.71849860006478,1.45564030006062,9.174138900125401,1
3,1,1,1,1,1.20481249992736,1.2036747999955,2.40848729992286,2
3,0,0,1,0,1.08126360003371,1.82634690008126,2.90761050011497,3
3,0,1,0,0,1.48638199991547,1.83121639990713,3.3175983998226,1
3,0,0,1,0,1.61410100001376,1.06611340004019,2.68021440005395,3
3,0,1,0,0,3.13435880001634,1.05247339990456,4.1868321999209,1
3,1,0,1,0,0.994846199988388,1.61919769993983,2.614043899928218,4
3,1,0,1,0,1.25457679992542,1.54669989994727,2.80127669987269,4
3,1,1,0,0,2.63668780005537,1.05098170007113,3.6876695001265,2
3,0,1,1,1,6.72375479992479,2.8203156000236,9.54407039994839,1
3,1,0,0,1,3.36487920000218,1.09976619994268,4.46464539994486,4
3,0,1,1,1,1.31636289996095,1.25351830001455,2.5698811999755,1
3,0,1,1,1,3.12630920007359,1.14255760004744,4.26886680012103,1
3,1,0,1,0,1.21704400004819,1.15916399995331,2.3762080000015002,4
3,1,1,1,1,1.00764409999829,1.36668400000781,2.3743281000061,2
3,0,0,0,1,2.64546360005625,1.35044970002491,3.9959133000811597,3
3,1,0,1,0,0.92269210005179,1.02227039996069,1.94496250001248,4
3,1,0,1,0,4.5522283000173,2.23600959999021,6.788237900007511,4
3,1,0,1,0,1.63769649993628,1.08629909995943,2.72399559989571,4
3,1,0,0,1,2.26711909996811,2.55033500003628,4.81745410000439,4
3,0,0,0,1,2.82941150001716,3.10835540003609,5.93776690005325,3
3,1,1,1,1,4.75258349999785,1.65941880003083,6.41200230002868,2
3,0,1,1,1,0.99900810001418,1.37886709999293,2.37787520000711,1
3,0,0,1,0,1.10827200009953,1.47398080001585,2.58225280011538,3
3,1,1,1,1,0.906313800020143,1.13329110003542,2.039604900055563,2
3,0,1,1,1,1.64732180000283,1.65771599998698,3.30503779998981,1
3,0,1,1,1,2.47815079998691,1.4212753000902,3.89942610007711,1
3,1,0,1,0,0.955097700003535,1.32705189997796,2.282149599981495,4
3,1,1,1,1,1.1410884000361,1.64237909996882,2.78346750000492,2
3,0,0,1,0,2.9793948000297,1.88330029998906,4.86269510001876,3
3,0,0,0,1,2.8725914999377,1.2697442000499,4.1423356999875995,3
3,0,1,1,1,1.63382119999733,2.88182670006063,4.51564790005796,1
3,0,0,0,1,1.58761409996077,2.119589000009,3.70720309996977,3
4,1,0,0,1,1.50657500000671,1.45958120003343,2.96615620004014,4
4,1,1,1,1,2.1072897000704,2.57766499998979,4.6849547000601905,2
4,0,1,1,1,2.10754690004978,2.43895869993139,4.54650559998117,1
4,1,0,0,1,2.40418290009256,2.3972995999502,4.80148250004276,4
4,0,0,1,0,2.0933129999321,1.59365739999339,3.6869703999254897,3
4,1,1,1,1,2.12792130000889,2.70721740007866,4.835138700087549,2
4,1,0,1,0,1.33882920001633,2.37635379994754,3.7151829999638704,4
4,0,1,1,1,2.99544199998491,1.93958000000566,4.93502199999057,1
4,0,0,0,1,2.03766589995939,2.82263259997126,4.86029849993065,3
4,0,1,1,1,1.09148499998264,2.93866969994269,4.03015469992533,1
4,0,0,0,1,2.34901679994073,1.21190019999631,3.5609169999370396,3
4,0,0,0,1,2.3050830999855,3.46520330000203,5.77028639998753,3
4,1,0,0,1,2.29955949995201,1.28588300000411,3.5854424999561196,4
4,1,1,1,1,1.75271939998493,2.54182060004678,4.294540000031709,2
4,0,1,1,1,1.55639539996628,2.60724040004425,4.16363580001053,1
4,0,0,1,0,1.51164989999961,2.89425889996346,4.40590879996307,3
4,1,1,1,1,2.06767389993183,3.38315909996163,5.450832999893461,2
4,1,1,0,0,2.32710130000487,1.91422929998953,4.2413305999944,2
4,1,1,0,0,1.66385400004219,2.21378210000694,3.87763610004913,2
4,0,0,1,0,1.64484929991886,1.47581049997825,3.12065979989711,3
4,0,1,1,1,1.6957243999932,2.2077830999624,3.9035074999556,1
4,1,0,1,0,1.24433789995965,1.48076110007241,2.72509900003206,4
4,0,0,1,0,1.49989320000168,2.26605009997729,3.7659432999789697,3
4,1,1,1,1,2.82633619999979,3.39044190000277,6.216778100002561,2
4,1,0,1,0,3.68201669992413,1.97901859995909,5.6610352998832205,4
4,0,0,0,1,2.6613093999913,2.20376980002038,4.86507920001168,3
4,1,0,1,0,1.5023001000518,1.26127240003552,2.76357250008732,4
4,0,1,0,0,1.95403630007058,1.59133720002137,3.5453735000919497,1
4,0,1,1,1,1.48712850001175,2.58762749994639,4.07475599995814,1
4,1,1,1,1,1.73770529998001,1.49262470006943,3.23033000004944,2
4,1,1,1,1,2.28737569996156,1.83171790000051,4.119093599962071,2
4,0,1,0,0,2.41912460001186,2.39737840008456,4.81650300009642,1
4,1,0,1,0,2.2525962999789,1.75935259996913,4.01194889994803,4
4,1,0,0,1,2.21495099994354,3.28919560008217,5.5041466000257095,4
4,1,1,1,1,2.09580790007021,2.03359090001322,4.129398800083431,2
4,1,0,0,1,2.7420953999972,1.74726250011008,4.48935790010728,4
4,1,1,0,0,3.73339840001427,1.24636290001217,4.97976130002644,2
4,1,1,1,1,2.77612219995353,1.16588410001714,3.94200629997067,2
4,0,1,1,1,2.91696890001185,3.55761809996329,6.4745869999751395,1
4,0,1,1,1,1.45981769997161,1.33453989995178,2.79435759992339,1
4,0,0,1,0,2.87022989999969,3.84362519998103,6.713855099980719,3
4,0,1,0,0,2.54492300003767,2.42326800001319,4.96819100005086,1
4,1,0,1,0,1.57887269998901,3.11891499999911,4.69778769998812,4
4,1,1,0,0,4.49038129998371,4.54225110006519,9.0326324000489,2
4,1,1,1,1,1.57713310001418,2.02697699994314,3.60411009995732,2
4,0,0,0,1,3.99847500002943,1.76207960001193,5.76055460004136,3
4,1,0,1,0,1.1125307000475,2.1093798999209,3.2219105999684,4
4,1,1,1,1,2.16621450008824,2.17081540008076,4.337029900169,2
4,0,0,1,0,2.34513669996522,2.07611509994604,4.421251799911261,3
4,0,0,0,1,2.06066980003379,2.57301100005861,4.6336808000924,3
4,0,1,0,0,2.41612720000558,1.33898859994952,3.7551157999551,1
4,1,1,1,1,2.19194599997718,2.0191979999654,4.21114399994258,2
4,1,0,1,0,1.23326939996332,2.31317660002969,3.5464459999930096,4
4,1,1,0,0,2.25613530003466,1.19415100000333,3.4502863000379898,2
4,0,1,1,1,1.89824180002324,1.50776919990312,3.4060109999263597,1
4,0,1,0,0,1.57462830003351,3.05978869996034,4.63441699999385,1
4,0,0,1,0,1.9228601999348,1.59864059998654,3.5215007999213404,3
4,0,0,0,1,2.01327270001639,4.52374700002838,6.53701970004477,3
4,0,0,1,0,1.82418470003176,1.41589400009252,3.24007870012428,3
4,1,1,1,1,1.83973280002829,2.70677759998944,4.5465104000177305,2
4,0,0,0,1,2.69860679993872,2.09149970009457,4.79010650003329,3
4,1,1,1,1,1.89699969999492,1.42336500005331,3.3203647000482297,2
4,0,0,1,0,2.22200599999633,3.14313280000351,5.365138799999841,3
4,1,0,1,0,1.4845032999292,2.68273419991601,4.16723749984521,4
4,1,1,0,0,2.66374260000885,1.34557530004531,4.00931790005416,2
