model,case,scenario,NRMSE_mean,NRMSE_std,Calibration Error_mean,Calibration Error_std,Posterior Contraction_mean,Posterior Contraction_std
DDM,intercept_only,BayesGPT_Family,-0.2591477893598938,1.2467667142441077,-1.2476991646435287,28.788543894214513,-0.04175119082631986,0.3439597939554885
DDM,intercept_only,BayesGPT_ModelClass,8.730982355008155,3.1385155977925066,113.62105160856783,116.52840193132363,-4.351326419951931,4.693580778654605
DDM,fixed,BayesGPT_Family,-12.01733803052656,9.671151015346945,3.401182629248714,15.458618618776775,1.609957130284837,2.3577323868999494
DDM,fixed,BayesGPT_ModelClass,12.118312066738753,0.6036423760674977,125.81018920075391,127.61525269368458,-1.7864633722283285,0.7812863442442473
DDM,regressed,BayesGPT_Family,14.757167677217629,4.92954490568444,12.816108936751666,88.0068661736404,-2.463937950191021,2.4416395100918495
DDM,regressed,BayesGPT_ModelClass,9.002229782202997,3.9541912532967607,91.41098990159331,150.7955246396991,-1.9153052458575814,1.2993521578627965
DDM,fixed_regressed,BayesGPT_Family,15.607680410928632,6.138464254814349,52.74470161574324,96.80166154194583,-1.3954049171417424,1.0139186301966625
DDM,fixed_regressed,BayesGPT_ModelClass,8.600287897865709,3.1425746786094053,61.9747355101314,99.59399110017783,-2.3986040422475936,1.4744024045923383
DDM,interaction,BayesGPT_Family,20.15100606424535,8.89357912012015,-6.38023575008243,52.74407605808905,-6.219634218835292,8.872810947494076
DDM,interaction,BayesGPT_ModelClass,3.3687224292337414,3.317999860750089,52.56503680079415,110.02594787427944,-2.365446845259421,2.361019945532183
RDM,intercept_only,BayesGPT_Family,0.8934682005292863,1.4294516271396494,6.880964155381608,37.284612283032445,4.303106167756129,9.640303669215504
RDM,intercept_only,BayesGPT_ModelClass,5.321291776919408,2.7706243890783577,76.06272817506132,116.95884493472187,-15.81087483095746,25.948959562387653
RDM,fixed,BayesGPT_Family,-0.21261018863088282,1.9318933368397846,-19.335109778350756,36.37263722054403,-0.310318278086744,0.7086948160356075
RDM,fixed,BayesGPT_ModelClass,9.728661708478906,1.4959709672119108,38.64664596010181,47.67634842361227,-5.7948877806026005,4.342526643602521
RDM,regressed,BayesGPT_Family,-14.240641454484688,19.915764056835414,-61.69162141219779,45.00400667224765,-3.7836962875466518,7.797175395102833
RDM,regressed,BayesGPT_ModelClass,8.322059414806144,3.8856983072255735,31.37893577378038,98.7523528536478,-4.4132315138830185,3.8544986636454217
RDM,fixed_regressed,BayesGPT_Family,-13.323109339268383,7.445807317330928,-81.54350024179143,8.089737055346825,-1.1013966697259654,1.6738839837975255
RDM,fixed_regressed,BayesGPT_ModelClass,10.156815299932134,1.839742254487811,133.25698711092025,156.6101168347887,-4.136943929540537,3.386815562971845
RDM,interaction,BayesGPT_Family,11.882798564317058,10.493336659291103,84.47425171438057,153.1509544642095,-5.430057433623667,5.360375289739459
RDM,interaction,BayesGPT_ModelClass,2.952378164602287,3.4160644129939914,20.557330255761297,90.01831068769351,-6.555145913444691,6.078814307937708
CDM,intercept_only,BayesGPT_Family,1.5322687662739953,1.301913887510407,0.6131912850935054,20.85365338979823,-2.5952171380040743,6.136882817926824
CDM,intercept_only,BayesGPT_ModelClass,6.199159786663677,4.030158904248053,95.58928896635041,40.81899496639621,-9.539924447462218,17.367548125290423
CDM,fixed,BayesGPT_Family,-1.4731140706573471,2.4663175555185615,-5.423670154042841,14.841154107826076,-0.12730786219399934,0.11971261554422581
CDM,fixed,BayesGPT_ModelClass,12.11254992657502,5.595224404901705,230.5946024189402,322.180147185242,-1.5488664630733266,1.0338215873857222
CDM,regressed,BayesGPT_Family,19.863145067371356,15.38477247318094,47.32420365609405,80.20875227135706,-2.517762352585575,5.198474679319286
CDM,regressed,BayesGPT_ModelClass,4.5440450464735775,4.125196745880886,19.56710525119699,133.13827514456403,-1.6301231799017721,1.5626480582740945
CDM,fixed_regressed,BayesGPT_Family,14.489769285880278,10.348416031919315,30.81279953660698,81.58950250244193,-0.47950552100119204,0.5159058968554407
CDM,fixed_regressed,BayesGPT_ModelClass,9.433969670847615,3.174921153939353,158.7894711839662,236.65031381051062,-1.8356009358103311,1.3069180934366214
CDM,interaction,BayesGPT_Family,19.617354126060604,13.398963373305094,52.55670977601628,112.0343241737788,-6.686251254517232,8.186922978681974
CDM,interaction,BayesGPT_ModelClass,1.7075926740379004,3.447561207294566,36.802690871783604,102.99004392136648,-0.935964811137481,5.093242805279318
