;NRMSE;Calibration Error;Posterior Contraction
0;0.2054433124201481;0.005921052631578938;0.4764889972677028
1;0.13146701289695503;0.01815789473684204;0.6894884898626596
2;0.0976934397128181;0.014736842105263163;0.831599266163574
3;0.058277037780895005;0.011184210526315796;0.9527536373327089
4;0.25143510552137877;0.017368421052631602;0.20640458073402074
5;0.06859619902831784;0.010526315789473665;0.9340303230211072
6;0.17274740955611534;0.022631578947368447;0.7229054657552063
7;0.11664539654781642;0.011973684210526334;0.8346511598638904
8;0.07575395253649629;0.028026315789473677;0.9356068445179213
9;0.04369136744042957;0.023157894736842127;0.9895863143920229
10;0.22219046221595062;0.004473684210526317;0.37058299658413396
11;0.15023837254594707;0.033815789473684216;0.7276546187680388
12;0.1397659977606691;0.010000000000000009;0.7789201416145246
13;0.07013376282456946;0.022763157894736843;0.9490648671545463
14;0.04309019127862479;0.059342105263157835;0.9885249646685673
15;0.16093906296916505;0.016578947368421054;0.6128937128724289
16;0.150895174153003;0.011315789473684223;0.7323626954649923
17;0.07151317572938197;0.03697368421052631;0.9351766421947758
