;NRMSE;Calibration Error;Posterior Contraction
0;0.09657207195470902;0.020131578947368445;0.8598888563075718
1;0.07031012440375914;0.038552631578947366;0.9603073514587821
2;0.057773515242950976;0.015394736842105294;0.9588891283919044
3;0.06272379251583063;0.010789473684210571;0.9573848370213052
4;0.19720351366089506;0.020657894736842153;0.408914883083374
5;0.05080971581032708;0.01855263157894739;0.9706818352202979
6;0.12218873989237;0.02197368421052634;0.8348489661542202
7;0.0489958483896457;0.04539473684210524;0.9747357828286258
8;0.05804397310788703;0.016447368421052655;0.943178445542938
9;0.04484620051380944;0.01210526315789473;0.9895627842061347
10;0.23616081656345458;0.02881578947368424;0.3521132694116962
11;0.11025072995224186;0.009605263157894728;0.877866426737773
12;0.05660256032655796;0.017105263157894693;0.974300980992304
13;0.06276215562658133;0.05368421052631584;0.9493111583663447
14;0.03556725378571503;0.04605263157894736;0.9913425703900918
15;0.12353147586508914;0.009736842105263155;0.7181720625172223
16;0.08948961936467009;0.01276315789473684;0.9419802529953796
17;0.09592344708869914;0.029605263157894746;0.8987936945283088
