model,method,NRMSE_mean,NRMSE_sem,Calibration Error_mean,Calibration Error_sem,Posterior Contraction_mean,Posterior Contraction_sem
DDM,BayesFlow,0.07811324197078517,0.006692952479493145,0.021678947368421016,0.001649290409778121,0.9015971466036252,0.023090754764235836
DDM,BayesGPT_Family,0.08656895674765107,0.006888616704715231,0.02077894736842101,0.0016918999078574138,0.8812379145622253,0.025277259065615156
DDM,BayesGPT_ModelClass,0.09143399536609646,0.006821374047894308,0.028844736842105204,0.002583394229461149,0.8620101660490036,0.02588143536480869
RDM,BayesFlow,0.11223011985006255,0.008169968965456043,0.06081807780320363,0.00952551883822177,0.8030066806951871,0.03192125508611227
RDM,BayesGPT_Family,0.11198347867668967,0.008714073921583085,0.02619851258581232,0.003698736456596243,0.7856899396232937,0.03342591449621322
RDM,BayesGPT_ModelClass,0.11727536056676632,0.00864650009638546,0.029201945080091475,0.00290719012490225,0.7498656427082808,0.03555629255617136
CDM,BayesFlow,0.07525648301003768,0.007650393273586771,0.01962242562929058,0.0012155403673460034,0.8957340648245704,0.029574615022721473
CDM,BayesGPT_Family,0.08334571438962994,0.007821522085822348,0.023855835240274566,0.0021476896697521764,0.8743500515170719,0.03196778068763954
CDM,BayesGPT_ModelClass,0.08651633329851467,0.007768473202822204,0.028352402745995372,0.0021832688730568377,0.8593938933766406,0.032378330703112516
