,C2ST Accuracy
$v$,0.5133374999999999
$a$,0.505475
$z$,0.5149874999999999
$\tau$,0.5042625000000001
$v$ -- $u_1$ | $c_{1}$,0.5119625000000001
$a$ -- $u_1$ | $c_{1}$,0.5085875
$z$ -- $u_1$ | $c_{1}$,0.5180375
$v$ -- $u_2$ | $c_{1}$,0.50885
$a$ -- $u_2$ | $c_{1}$,0.5018874999999999
$z$ -- $u_2$ | $c_{1}$,0.5126875
_mean_accuracy_,0.5100075
_joint_c2st_,0.7403875
