,NRMSE,Posterior Contraction,Calibration Error
$v$,0.14445030689239502,0.6537948846817017,0.04052631578947363
$a$,0.09621084481477737,0.8751471042633057,0.03065789473684216
$z$,0.1355706751346588,0.829448938369751,0.01855263157894736
$\tau$,0.13216203451156616,0.7746239900588989,0.028815789473684218
$s_v$,0.24196933209896088,0.07600250840187073,0.0555263157894737
$s_\tau$,0.18936064839363098,0.4242943525314331,0.015657894736842093
$v$ -- $u_1$ | $c_{1}$,0.17788922786712646,0.5437726378440857,0.02013157894736846
$a$ -- $u_1$ | $c_{1}$,0.10607196390628815,0.8277629017829895,0.02684210526315786
$z$ -- $u_1$ | $c_{1}$,0.12589390575885773,0.7689670920372009,0.01565789473684212
$\tau$ -- $u_1$ | $c_{1}$,0.08979056775569916,0.8620035648345947,0.10539473684210526
$s_v$ -- $u_1$ | $c_{1}$,0.2675914764404297,0.058698832988739014,0.013157894736842118
$v$ -- $u_2$ | $c_{1}$,0.17936888337135315,0.5086077451705933,0.007236842105263153
$a$ -- $u_2$ | $c_{1}$,0.11459250748157501,0.7987183332443237,0.08342105263157892
$z$ -- $u_2$ | $c_{1}$,0.1323859691619873,0.7740048170089722,0.018684210526315748
$\tau$ -- $u_2$ | $c_{1}$,0.11561520397663116,0.8135072588920593,0.10434210526315785
$v$ -- $u_1:u_2$ | $c_{1}$,0.261192262172699,0.20602625608444214,0.012631578947368428
$a$ -- $u_1:u_2$ | $c_{1}$,0.2135154902935028,0.35565733909606934,0.06368421052631579
$z$ -- $u_1:u_2$ | $c_{1}$,0.23772254586219788,0.37037408351898193,0.01894736842105267
