Condition,NRMSE,Calibration Error,Posterior Contraction
No SAB,0.0001995749771594793,0.0219407894736842,-0.022029399871826172
No MAB,0.1977572683244944,0.00026315789473682627,-0.9288746789097786
No FiLM,-0.0028948150575161258,0.004638157894736851,0.0004793703556060791
No Fourier,-0.004941130056977272,0.006546052631578925,-0.00017108023166656494
