Condition,NRMSE,Calibration Error,Posterior Contraction
No SAB,0.0057035211473703,-0.0019342105263157917,-0.012261402606964067
No MAB,0.19190719313919546,-0.004157894736842145,-0.9076593637466431
No FiLM,-0.0010121058672666883,0.0023684210526315683,0.008688074350357011
No Fourier,-0.004255753010511426,0.0067105263157894585,0.008921986818313576
