,NRMSE,Posterior Contraction,Calibration Error
$v$,0.10522744059562683,0.8840591907501221,0.02671052631578949
$a$,0.058976560831069946,0.9663510322570801,0.02447368421052637
$z$,0.059774547815322876,0.9552070498466492,0.02460526315789477
$\tau$,0.03892717510461807,0.9845370054244995,0.02999999999999997
$v$ -- $u_1$ | $c_{1}$,0.10543958842754364,0.9012759923934937,0.012763157894736855
$a$ -- $u_1$ | $c_{1}$,0.04387066513299942,0.9882934093475342,0.012500000000000039
$z$ -- $u_1$ | $c_{1}$,0.06423105299472809,0.9515128135681152,0.016578947368421082
$v$ -- $u_2$ | $c_{1}$,0.11698627471923828,0.888533353805542,0.030131578947368426
$a$ -- $u_2$ | $c_{1}$,0.0449533611536026,0.9866090416908264,0.025394736842105248
$z$ -- $u_2$ | $c_{1}$,0.06681250035762787,0.9567341804504395,0.022763157894736846
