Condition,NRMSE,Calibration Error,Posterior Contraction
No SAB,0.0003447723057535268,0.011637426900584807,0.011589325136608486
No MAB,0.16534711234271532,0.0015789473684210548,-0.7932516303327349
No FiLM,-0.003236193830768258,0.0032017543859649313,0.016463428735733032
No Fourier,-0.008284204122092978,0.008676900584795342,0.027202210492557888
