,NRMSE,Posterior Contraction,Calibration Error
$v$,0.08608565479516983,0.8790229558944702,0.03144736842105263
$a$,0.0715118795633316,0.9367460608482361,0.0305263157894737
$z$,0.06821335107088089,0.949968695640564,0.023815789473684235
$\tau$,0.07295476645231247,0.9482343196868896,0.03065789473684216
$s_v$,0.22962114214897156,0.314955472946167,0.01881578947368423
$s_\tau$,0.08446004986763,0.8809432983398438,0.015789473684210464
$v$ -- $u_1$ | $c_{1}$,0.10077820718288422,0.8610210418701172,0.04197368421052633
$a$ -- $u_1$ | $c_{1}$,0.06918210536241531,0.9668121337890625,0.02065789473684211
$z$ -- $u_1$ | $c_{1}$,0.06208368390798569,0.948662519454956,0.05368421052631578
$\tau$ -- $u_1$ | $c_{1}$,0.04015915095806122,0.9897153377532959,0.028947368421052624
$s_v$ -- $u_1$ | $c_{1}$,0.2314946949481964,0.18824607133865356,0.026973684210526372
$v$ -- $u_2$ | $c_{1}$,0.14558669924736023,0.8254468441009521,0.01592105263157896
$a$ -- $u_2$ | $c_{1}$,0.06452136486768723,0.9655112028121948,0.013289473684210532
$z$ -- $u_2$ | $c_{1}$,0.08470331132411957,0.9237558841705322,0.01723684210526316
$\tau$ -- $u_2$ | $c_{1}$,0.061274897307157516,0.9854003190994263,0.015657894736842037
$v$ -- $u_1:u_2$ | $c_{1}$,0.1785857081413269,0.6466283798217773,0.04368421052631581
$a$ -- $u_1:u_2$ | $c_{1}$,0.08733231574296951,0.932090699672699,0.011842105263157893
$z$ -- $u_1:u_2$ | $c_{1}$,0.11289052665233612,0.8592571020126343,0.06855263157894739
