,NRMSE,Posterior Contraction,Calibration Error
$v$,0.09873506426811218,0.838291585445404,0.013289473684210532
$a$,0.07702197134494781,0.9447435736656189,0.03078947368421056
$z$,0.08064410090446472,0.9347885847091675,0.007631578947368378
$\tau$,0.07515978813171387,0.9537407159805298,0.018026315789473668
$s_v$,0.22585700452327728,0.20868387818336487,0.01618421052631583
$s_\tau$,0.09840783476829529,0.9478933811187744,0.006710526315789476
$v$ -- $u_1$ | $c_{1}$,0.12741471827030182,0.8366424441337585,0.011447368421052623
$a$ -- $u_1$ | $c_{1}$,0.05965784937143326,0.966174840927124,0.028421052631578958
$z$ -- $u_1$ | $c_{1}$,0.09561330825090408,0.9121533632278442,0.010921052631578956
$\tau$ -- $u_1$ | $c_{1}$,0.05240808054804802,0.98719322681427,0.01473684210526316
$s_v$ -- $u_1$ | $c_{1}$,0.19646668434143066,0.241947203874588,0.020263157894736816
$v$ -- $u_2$ | $c_{1}$,0.12617777287960052,0.8099843263626099,0.021184210526315778
$a$ -- $u_2$ | $c_{1}$,0.06370798498392105,0.9616097211837769,0.010526315789473717
$z$ -- $u_2$ | $c_{1}$,0.06923823058605194,0.9268609285354614,0.02342105263157895
$\tau$ -- $u_2$ | $c_{1}$,0.04885433614253998,0.9875150918960571,0.014342105263157878
$v$ -- $u_1:u_2$ | $c_{1}$,0.16193264722824097,0.5975951552391052,0.016578947368421054
$a$ -- $u_1:u_2$ | $c_{1}$,0.07314281165599823,0.9098829627037048,0.011315789473684223
$z$ -- $u_1:u_2$ | $c_{1}$,0.11479341983795166,0.8281095027923584,0.024210526315789432
