,C2ST Accuracy
$v$,0.508925
$v_{\mathrm{diff}}$,0.502025
$a$,0.50785
$\tau$,0.5104125
$s_v$,0.5254625
$s_\tau$,0.5053375000000001
$v_{\mathrm{diff}}$ -- $u_1$ | $c_{1}$,0.5043374999999999
$a$ -- $u_1$ | $c_{1}$,0.5095000000000001
$v_{\mathrm{diff}}$ -- $u_2$ | $c_{1}$,0.5109875
$a$ -- $u_2$ | $c_{1}$,0.5059125
_mean_accuracy_,0.5090749999999999
_joint_c2st_,0.6408124999999999
