,C2ST Accuracy
$v$,0.5076
$a$,0.49941250000000004
$z$,0.50925
$\tau$,0.4996124999999999
$s_v$,0.50855
$s_\tau$,0.5054125
_mean_accuracy_,0.5049729166666667
_joint_c2st_,0.5315125
