,NRMSE,Posterior Contraction,Calibration Error,Log Gamma
$v$,0.09552933038844869,0.9037191093975034,0.01513157894736844,3.3923860872336413
$a$,0.04012827741515193,0.9813134284122444,0.017499999999999988,2.823901620978512
$z$,0.05570158424609085,0.975421693895284,0.00736842105263158,4.704017316240706
$\tau$,0.06442449124366037,0.9684549584713622,0.012105263157894688,3.1847179850407374
