,NRMSE,Posterior Contraction,Calibration Error
$v$,0.1111895814538002,0.8516756296157837,0.02750000000000003
$a$,0.07189682126045227,0.9417292475700378,0.014078947368421066
$z$,0.08069593459367752,0.9426279067993164,0.016710526315789467
$\tau$,0.06728535890579224,0.9616347551345825,0.021315789473684232
$s_v$,0.2029401957988739,0.34811532497406006,0.04749999999999996
$s_\tau$,0.10181702673435211,0.8567813634872437,0.09618421052631582
$v$ -- $u_1$ | $c_{1}$,0.11805112659931183,0.8441168665885925,0.04934210526315791
$a$ -- $u_1$ | $c_{1}$,0.05928570032119751,0.9688289165496826,0.013815789473684215
$z$ -- $u_1$ | $c_{1}$,0.06644996255636215,0.9487847685813904,0.028026315789473673
$\tau$ -- $u_1$ | $c_{1}$,0.05920552462339401,0.9843734502792358,0.024736842105263175
$s_v$ -- $u_1$ | $c_{1}$,0.23178111016750336,0.058367252349853516,0.029868421052631572
$v$ -- $u_2$ | $c_{1}$,0.12114749848842621,0.8169147968292236,0.009736842105263155
$a$ -- $u_2$ | $c_{1}$,0.06082550808787346,0.9697080850601196,0.027368421052631597
$z$ -- $u_2$ | $c_{1}$,0.06798810511827469,0.9340615272521973,0.023157894736842096
$\tau$ -- $u_2$ | $c_{1}$,0.058650270104408264,0.9837740659713745,0.030789473684210533
$v$ -- $u_1:u_2$ | $c_{1}$,0.16857844591140747,0.6659899353981018,0.044868421052631585
$a$ -- $u_1:u_2$ | $c_{1}$,0.11173735558986664,0.8890073299407959,0.013815789473684253
$z$ -- $u_1:u_2$ | $c_{1}$,0.11206279695034027,0.8821749687194824,0.033552631578947396
