,C2ST Accuracy
$v$,0.5057375000000001
$v_{\mathrm{diff}}$,0.4999874999999999
$a$,0.5095875000000001
$\tau$,0.5063624999999999
_mean_accuracy_,0.50541875
_joint_c2st_,0.5170375
