,NRMSE,Posterior Contraction,Calibration Error
$v$,0.8418930768966675,0.0,0.08848684210526314
$v_{\mathrm{diff}}$,0.6695020794868469,0.0,0.16157894736842104
$a$,0.963362455368042,0.0,0.09888157894736843
$\tau$,1.3333766460418701,0.0,0.48447368421052633
$v_{\mathrm{diff}}$ -- $u_1$ | $c_{1}$,0.4398743212223053,0.0,0.11460526315789471
$a$ -- $u_1$ | $c_{1}$,0.3317791223526001,0.39484381675720215,0.1353947368421053
$v_{\mathrm{diff}}$ -- $u_2$ | $c_{1}$,0.37121427059173584,0.379701167345047,0.14585526315789477
$a$ -- $u_2$ | $c_{1}$,0.6401008367538452,0.0,0.05197368421052628
