,NRMSE,Posterior Contraction,Calibration Error
$v$,0.07782243192195892,0.9310397505760193,0.030921052631578905
$v_\theta$,0.06472949683666229,0.9485220909118652,0.006973684210526299
$a$,0.041500382125377655,0.9748398065567017,0.02078947368421058
$\tau$,0.046826913952827454,0.9789859056472778,0.00618421052631582
$v$ -- $u_1$ | $c_{1}$,0.0889771431684494,0.9457322359085083,0.009210526315789475
$a$ -- $u_1$ | $c_{1}$,0.031595177948474884,0.9942969679832458,0.031184210526315814
$v$ -- $u_2$ | $c_{1}$,0.0706365555524826,0.9470731019973755,0.016710526315789453
$a$ -- $u_2$ | $c_{1}$,0.02971687540411949,0.9924157857894897,0.02407894736842109
