,NRMSE,Posterior Contraction,Calibration Error,Log Gamma
$v$,0.0931253731250763,0.9192748069763184,0.021842105263157885,2.7625039170377734
$a$,0.05972281098365784,0.9704867601394653,0.02631578947368418,4.612325406414569
$z$,0.05559509992599487,0.970283031463623,0.008026315789473645,-4.06730480226449
$\tau$,0.0798431783914566,0.9570677280426025,0.011315789473684227,-16.975797895392063
$s_v$,0.20745214819908142,0.33248963952064514,0.013421052631578945,4.21672539662278
$s_\tau$,0.1591179370880127,0.6499515175819397,0.01407894736842108,-7.035089243844427
