,NRMSE,Posterior Contraction,Calibration Error
$v$,0.07826245731275294,0.9348041086389667,0.010789473684210543
$a$,0.04889487374595823,0.9802750797145616,0.007631578947368434
$z$,0.05084089025484345,0.9729999209703807,0.009868421052631596
$\tau$,0.05436936789146783,0.9696212042011202,0.008289473684210569
$s_v$,0.21148533380541967,0.42062928185379583,0.01815789473684215
$s_\tau$,0.11821295018625233,0.8409795747553924,0.011842105263157921
