,NRMSE,Posterior Contraction,Calibration Error
$v$,0.23364847898483276,0.062026411294937134,0.010131578947368436
$a$,0.2700362801551819,0.0,0.007236842105263097
$z$,0.27611809968948364,0.03918847441673279,0.022500000000000048
$\tau$,0.2681262493133545,0.0,0.019342105263157855
$s_v$,0.2972252368927002,0.0,0.008815789473684211
$s_\tau$,0.2690232992172241,0.0,0.017631578947368415
$v$ -- $u_1$ | $c_{1}$,0.2679899334907532,0.10451245307922363,0.03039473684210528
$a$ -- $u_1$ | $c_{1}$,0.3163405656814575,0.0,0.03315789473684207
$z$ -- $u_1$ | $c_{1}$,0.25254732370376587,0.0,0.023157894736842058
$\tau$ -- $u_1$ | $c_{1}$,0.275256872177124,0.0,0.010921052631578915
$s_v$ -- $u_1$ | $c_{1}$,0.25750577449798584,0.06561702489852905,0.026447368421052664
$v$ -- $u_2$ | $c_{1}$,0.24225033819675446,0.0022050142288208008,0.01092105263157897
$a$ -- $u_2$ | $c_{1}$,0.23866713047027588,0.08564764261245728,0.0148684210526316
$z$ -- $u_2$ | $c_{1}$,0.2691044807434082,0.06591242551803589,0.033815789473684243
$\tau$ -- $u_2$ | $c_{1}$,0.28583449125289917,0.0,0.009736842105263155
$v$ -- $u_1:u_2$ | $c_{1}$,0.27128273248672485,0.0901716947555542,0.021315789473684232
$a$ -- $u_1:u_2$ | $c_{1}$,0.262541264295578,0.0,0.016052631578947346
$z$ -- $u_1:u_2$ | $c_{1}$,0.267983078956604,0.0,0.011973684210526334
