,C2ST Accuracy
$v$,0.542525
$a$,0.603375
$\tau$,0.5435000000000001
$v$ -- $u_1$ | $c_{1}$,0.5350875
$a$ -- $u_1$ | $c_{1}$,0.5488625
$v$ -- $u_2$ | $c_{1}$,0.5409499999999999
$a$ -- $u_2$ | $c_{1}$,0.531725
