,C2ST Accuracy
$v$,0.504775
$v_{\mathrm{diff}}$,0.5003625
$a$,0.5153375
$\tau$,0.502225
$s_v$,0.49967500000000004
$s_\tau$,0.525575
_mean_accuracy_,0.5079916666666666
_joint_c2st_,0.5306124999999999
