,NRMSE,Posterior Contraction,Calibration Error
$v$,0.0698743686079979,0.9285575747489929,0.052894736842105244
$a$,0.05352398008108139,0.9718549251556396,0.041315789473684195
$z$,0.07021632790565491,0.9572181701660156,0.014999999999999947
$\tau$,0.07722647488117218,0.9316987991333008,0.06500000000000003
