,C2ST Accuracy
$v$,0.5322375
$v_\theta$,0.5174375000000001
$a$,0.5380125
$\tau$,0.5284125
$v$ -- $u_1$ | $c_{1}$,0.5300750000000001
$a$ -- $u_1$ | $c_{1}$,0.5402750000000001
$v$ -- $u_2$ | $c_{1}$,0.53115
$a$ -- $u_2$ | $c_{1}$,0.52705
_mean_accuracy_,0.53058125
_joint_c2st_,0.9674375
