,NRMSE,Posterior Contraction,Calibration Error
$v$,0.08531195670366287,0.9035394787788391,0.029605263157894718
$a$,0.05960980802774429,0.9613120555877686,0.011973684210526359
$z$,0.0754053145647049,0.952346682548523,0.021315789473684232
$\tau$,0.04254201799631119,0.9781816005706787,0.008947368421052648
$v$ -- $u_1$ | $c_{1}$,0.10218387842178345,0.8935812711715698,0.019868421052631605
$a$ -- $u_1$ | $c_{1}$,0.04054014012217522,0.9840894341468811,0.02210526315789474
$z$ -- $u_1$ | $c_{1}$,0.07135346531867981,0.9441174268722534,0.01973684210526315
$v$ -- $u_2$ | $c_{1}$,0.1056826263666153,0.8836066722869873,0.018289473684210522
$a$ -- $u_2$ | $c_{1}$,0.04911680892109871,0.9835935831069946,0.10368421052631578
$z$ -- $u_2$ | $c_{1}$,0.07394079118967056,0.9489748477935791,0.011842105263157904
