,NRMSE,Posterior Contraction,Calibration Error
$v$,0.09463769197463989,0.9204455614089966,0.016184210526315787
$a$,0.058222170919179916,0.9546065330505371,0.036973684210526325
$z$,0.045995213091373444,0.9648205041885376,0.033815789473684216
$\tau$,0.06426125764846802,0.9587000608444214,0.045131578947368384
$s_v$,0.2388457953929901,0.30356305837631226,0.011842105263157876
$s_\tau$,0.13800764083862305,0.7740920782089233,0.041052631578947396
