,NRMSE,Posterior Contraction,Calibration Error
$v$,0.25144433975219727,0.21846365928649902,0.060921052631579015
$a$,0.27244532108306885,0.098929762840271,0.030921052631579016
$z$,0.27321502566337585,0.0,0.009342105263157874
$\tau$,0.2507633864879608,0.10202667117118835,0.03381578947368419
$s_v$,0.28461015224456787,0.012683063745498657,0.011184210526315796
$s_\tau$,0.22235116362571716,0.0,0.03026315789473684
$v$ -- $u_1$ | $c_{1}$,0.2857769727706909,0.05810615420341492,0.017631578947368456
$a$ -- $u_1$ | $c_{1}$,0.22767913341522217,0.15097841620445251,0.026842105263157945
$z$ -- $u_1$ | $c_{1}$,0.28855299949645996,0.12197938561439514,0.03723684210526317
$v$ -- $u_2$ | $c_{1}$,0.23135244846343994,0.15546417236328125,0.015131578947368413
$a$ -- $u_2$ | $c_{1}$,0.28035449981689453,0.11601570248603821,0.033289473684210535
$z$ -- $u_2$ | $c_{1}$,0.27038490772247314,0.0,0.013421052631578972
