Condition,NRMSE,Calibration Error,Posterior Contraction
No SAB,0.0068680675079424575,-0.0032236842105263785,-0.008044352134068844
No MAB,0.15376316507657367,0.0009868421052631159,-0.7556593070427577
No FiLM,-0.008950346459945052,-0.0030482456140351125,0.011759400367736816
No Fourier,-0.005339254935582502,-0.005679824561403566,-0.01321111122767138
