,NRMSE,Posterior Contraction,Calibration Error
$v$,0.08194591850042343,0.8950292468070984,0.020657894736842097
$a$,0.06927517056465149,0.9500718116760254,0.01460526315789476
$z$,0.056081146001815796,0.9506005048751831,0.021578947368421086
$\tau$,0.05148640275001526,0.9805436134338379,0.041315789473684195
$s_v$,0.19866609573364258,0.34034818410873413,0.02052631578947367
$s_\tau$,0.0902474969625473,0.9129929542541504,0.04986842105263156
$v$ -- $u_1$ | $c_{1}$,0.1132398322224617,0.8828181624412537,0.010526315789473707
$a$ -- $u_1$ | $c_{1}$,0.042950376868247986,0.9801908731460571,0.012894736842105292
$z$ -- $u_1$ | $c_{1}$,0.07209748029708862,0.9627382755279541,0.014605263157894788
$v$ -- $u_2$ | $c_{1}$,0.09580057114362717,0.8937790989875793,0.010263157894736797
$a$ -- $u_2$ | $c_{1}$,0.05935626104474068,0.9787479639053345,0.017631578947368443
$z$ -- $u_2$ | $c_{1}$,0.05734091252088547,0.9625638723373413,0.014078947368421038
