,NRMSE,Posterior Contraction,Calibration Error
$v$,0.08578921109437943,0.8846956491470337,0.013289473684210563
$a$,0.055658698081970215,0.9670409560203552,0.02184210526315794
$z$,0.05266661196947098,0.9671657085418701,0.020657894736842153
$\tau$,0.03163061663508415,0.9924391508102417,0.05092105263157887
$s_v$,0.2106601893901825,0.330366849899292,0.01526315789473684
$s_\tau$,0.06094839423894882,0.9645682573318481,0.03828947368421051
$v$ -- $u_1$ | $c_{1}$,0.08388127386569977,0.9224683046340942,0.010394736842105262
$a$ -- $u_1$ | $c_{1}$,0.05607905238866806,0.9879955649375916,0.008026315789473715
$z$ -- $u_1$ | $c_{1}$,0.04938142001628876,0.9646532535552979,0.010263157894736835
$v$ -- $u_2$ | $c_{1}$,0.12087060511112213,0.9087604284286499,0.030921052631579016
$a$ -- $u_2$ | $c_{1}$,0.05638299882411957,0.9850379228591919,0.013684210526315826
$z$ -- $u_2$ | $c_{1}$,0.04845669865608215,0.969455361366272,0.010131578947368436
