;NRMSE;Log Gamma;Calibration Error;Posterior Contraction
0;0.18238104313058662;2.404608561484694;0.023815789473684235;0.5033979313440562
1;0.079164606358824;-0.6395035401686636;0.006578947368421059;0.8381353861917185
2;0.09299472957683673;3.3905553819989067;0.03157894736842104;0.8703995004111631
3;0.0548401577407556;3.7474206023230177;0.013421052631578962;0.9632606577826268
