;NRMSE;Log Gamma;Calibration Error;Posterior Contraction
0;0.20750920088582023;3.8763767326089225;0.01407894736842108;0.5165345717136214
1;0.13190247200579952;0.5964185930518089;0.011710526315789421;0.6697816275811983
2;0.11787504269580376;1.0214736788090826;0.026578947368421035;0.807543155367378
3;0.05960643388167158;2.494254306938582;0.024078947368421033;0.9540913266435149
4;0.243911711900632;0.2814451383532814;0.01986842105263159;0.26257376506737146
5;0.14958166857739363;1.8275009920351575;0.04907894736842103;0.6847588701531105
6;0.1353334823398091;4.285847394458857;0.007631578947368423;0.6902080792045321
7;0.10958312191165691;2.248606218137102;0.00513157894736843;0.8012927382675581
8;0.08416859618299807;2.787232001365901;0.02999999999999997;0.9071726093094765
9;0.04846678617064645;2.528438481371776;0.033684210526315775;0.9771221434785948
10;0.20996912519211863;-0.13628137565863696;0.03302631578947368;0.5128175653790775
11;0.12905924725162893;3.264361615229961;0.008289473684210569;0.7767159219250981
12;0.1592911165570915;3.3331448787823055;0.03223684210526316;0.676897274074315
13;0.11798042967396123;-0.08555296940271011;0.028552631578947385;0.8303622064653029
14;0.07295324401380149;3.439842077395538;0.020131578947368445;0.912635938302294
15;0.05370724977276574;3.2133249031415487;0.03315789473684207;0.9799466225662156
16;0.22032071336047826;3.531578510056167;0.009473684210526315;0.3952008879982427
17;0.12688600947642503;2.2585552518333856;0.01407894736842107;0.8355297603530041
18;0.18782951632409256;0.44624683923057734;0.04355263157894734;0.5005858532853761
19;0.1379623731146063;2.5989582609800257;0.01986842105263159;0.6933865353560058
20;0.09367214120716902;4.043561149407345;0.01052631578947369;0.8641326024311118
21;0.06625960682897825;0.05078317667398472;0.022763157894736846;0.9682361942866158
22;0.2719028849056918;2.591116454078394;0.007499999999999979;0.27236614646220697
23;0.15707792846112267;2.52887851015526;0.017236842105263134;0.7199821898187646
