;NRMSE;Log Gamma;Calibration Error;Posterior Contraction
0;0.056282936228270325;4.167713976152359;0.009473684210526329;0.9501705526930269
1;0.06286057209860482;3.2493523413199688;0.016052631578947346;0.9640851910408711
2;0.0412008902483418;3.9584118676198896;0.009210526315789488;0.9776353343440036
3;0.030305546859854992;-12.542190092907756;0.024342105263157894;0.9941943327710738
4;0.2106147631111421;3.7500251142888663;0.01881578947368423;0.35113754064883207
5;0.06006789004716959;-0.35680465520146976;0.008157894736842045;0.9722801903140895
6;0.06310015752782186;4.056877616232664;0.0135526315789474;0.9636211618058474
7;0.021267045440851867;4.501052557451592;0.007105263157894753;0.9955112162966728
8;0.059470575260195155;3.2581695499773495;0.020789473684210524;0.9610431472919179
9;0.021131580663626776;3.486807658047466;0.012368421052631473;0.995049513301631
