;NRMSE;Calibration Error;Posterior Contraction
0;0.09383458494864372;0.02881578947368421;0.8644197822181432
1;0.06588926539457005;0.03013157894736844;0.9525053675217108
2;0.05871713504523526;0.021710526315789458;0.9616307489064935
3;0.055464271793438005;0.04263157894736841;0.9689660644812901
4;0.18553098283700165;0.02368421052631579;0.3952975995239654
5;0.07167511562081236;0.0485526315789474;0.9700577191717377
6;0.12568018636709627;0.012631578947368452;0.8070505109539294
7;0.06010985216226003;0.0135526315789474;0.9754952184974954
8;0.06428795622672896;0.008947368421052648;0.9496090622793711
9;0.03133465587760275;0.06263157894736843;0.9920753778478497
10;0.21776202710354853;0.02210526315789474;0.32787989570139997
11;0.10194332631502254;0.01302631578947372;0.8972997865132586
12;0.04618387735332307;0.022894736842105218;0.9782322038029996
13;0.06400683215537484;0.02460526315789477;0.9528437215629091
14;0.034581859417439506;0.024210526315789474;0.9916884606642369
15;0.11227367798765908;0.020000000000000046;0.7852710325483792
16;0.07985532702835987;0.012763157894736865;0.9505236478492132
17;0.08469835040703344;0.017500000000000016;0.9214706447548169
