model,method,NRMSE_mean,NRMSE_sem,Calibration Error_mean,Calibration Error_sem,Posterior Contraction_mean,Posterior Contraction_sem
DDM,BayesFlow,0.07811324197078517,0.006692952479493145,0.021678947368421016,0.001649290409778121,0.9015971466036252,0.023090754764235836
DDM,BayesGPT_Family,0.08656895674765107,0.006888616704715231,0.02077894736842101,0.0016918999078574138,0.8812379145622253,0.025277259065615156
DDM,BayesGPT_ModelClass,0.0914867193996906,0.006860489796936467,0.029486842105263093,0.00255306686246287,0.8610797137022018,0.026219244217032874
RDM,BayesFlow,0.11622482312761295,0.008715099830683035,0.059033180778032,0.010535424816497038,0.8014778619707418,0.032020735595879
RDM,BayesGPT_Family,0.11410008439713194,0.008890299371220189,0.024487986270022844,0.003625984232836447,0.7851866289325382,0.03331162786456172
RDM,BayesGPT_ModelClass,0.1191461368909348,0.008886185448733324,0.03406464530892443,0.0032786198465347507,0.7488237846156826,0.035530429896697864
CDM,BayesFlow,0.07525648301003768,0.007650393273586771,0.01962242562929058,0.0012155403673460034,0.8957340648245704,0.029574615022721473
CDM,BayesGPT_Family,0.08334571438962994,0.007821522085822348,0.023855835240274566,0.0021476896697521764,0.8743500515170719,0.03196778068763954
CDM,BayesGPT_ModelClass,0.08649214203266989,0.007742533833686038,0.029302059496567452,0.0023100408185130535,0.8602908000997875,0.032060187706096456
