id,speed_condition,difficulty,resp_deviation,rt
2,1,3,0.77582,0.93523
2,1,1,0.03272,0.58697
2,1,3,-0.14963,0.70251
2,1,2,-0.41046,0.74353
2,1,1,0.11034,0.64207
2,1,2,0.23539,0.95422
2,1,2,0.2325,0.80041
2,1,3,0.26472,0.82515
2,1,1,-0.12899,0.70436
2,1,1,-0.050322,0.81015
2,1,3,0.40818,0.75353
2,1,1,0.02729,0.66055
2,1,2,-0.018934,1.5975
2,1,3,0.078982,0.63285
2,1,1,-0.013409,0.79645
2,1,3,0.18873,0.94936
2,1,1,0.0023371,0.69598
2,1,2,-0.10049,0.98592
2,1,2,0.18865,0.97526
2,1,2,0.05479,1.2543
2,1,3,-0.12052,0.76623
2,1,2,-0.24517,0.54915
2,1,1,0.015718,0.54778
2,1,3,-0.061726,0.60081
2,1,2,0.017875,0.52861
2,1,2,-1.0785,0.514
2,1,2,-0.38306,0.71214
2,1,1,-0.29577,0.593
2,1,1,-0.069345,0.59395
2,1,1,-0.052736,0.61361
2,1,3,-0.012127,0.72407
2,1,2,-0.024086,0.78109
2,1,1,0.077394,0.72616
2,1,2,-0.19479,0.74227
2,1,2,-0.34429,0.58585
2,1,2,-0.20996,0.64557
2,1,3,0.27583,0.55573
2,1,3,0.39642,0.64846
2,1,1,0.039534,0.72385
2,1,3,-0.75834,0.64452
2,1,3,0.3327,0.60007
2,1,3,0.40781,0.70932
2,1,1,0.013774,0.6066
2,1,1,0.12579,1.0354
2,1,2,0.23524,0.75216
2,1,1,0.076468,0.63876
2,1,2,0.28441,0.65122
2,1,3,0.40295,0.64787
2,1,3,-0.27135,0.63716
2,1,1,-0.31622,0.65753
2,1,2,0.47807,0.79527
2,1,2,-0.11291,0.61715
2,1,3,0.42213,0.73978
2,1,2,0.15913,0.60756
2,1,1,-0.030258,0.58589
2,1,1,-0.23927,0.55555
2,1,1,-0.15411,0.56899
2,1,3,-0.96149,0.55316
2,1,2,0.099764,0.60777
2,1,3,1.5492,0.55871
2,1,3,-0.44152,0.70064
2,1,2,-0.012312,1.4553
2,1,1,-0.095351,0.67223
2,1,3,0.51104,0.60131
2,1,1,-0.043063,0.58542
2,1,3,0.59427,0.5579
2,1,2,0.041948,0.63111
2,1,1,-0.03411,0.50092
2,0,1,0.0046904,0.71463
2,0,3,0.2114,0.80777
2,0,2,-0.026077,0.67701
2,0,2,-0.53764,0.93621
2,0,1,0.086905,0.59836
2,0,1,0.077413,0.66949
2,0,2,0.38276,0.67088
2,0,1,-0.036474,0.7114
2,0,2,-0.45853,0.8158
2,0,3,-0.031561,1.4495
2,0,2,-0.16969,0.66472
2,0,2,0.030429,0.61086
2,0,1,0.036927,0.6751
2,0,2,0.094067,0.78629
2,0,1,0.32386,0.63501
2,0,1,-0.14098,0.64323
2,0,3,0.43502999999999997,1.1995
2,0,3,-0.0037063,0.70385
2,0,1,0.074098,1.6666
2,0,2,-0.063106,1.0834
2,0,3,0.50295,0.82124
2,0,3,1.1338,1.1349
2,0,3,-0.41023,1.1889
2,0,3,-0.64033,0.93304
2,0,2,-0.33091,0.74528
2,0,2,0.15637,0.64169
2,0,2,0.15496,0.67944
2,0,1,0.081934,0.61259
2,0,3,-0.40391,0.94318
2,0,2,-0.13611,0.73894
2,0,2,-0.13799,0.80526
2,0,3,0.53923,0.72506
2,0,1,-0.012029,0.75219
2,0,1,-0.2723,0.78184
2,0,2,0.13552,0.75416
2,0,2,0.19445,0.69823
2,0,3,-0.57787,2.3844
2,0,1,-0.080953,0.70795
2,0,1,0.14382,0.79099
2,0,3,0.0013559,0.83229
2,0,3,0.068173,0.77536
2,0,2,-0.34211,0.72892
2,0,1,0.061368,0.66398
2,0,1,-0.02947,0.70219
2,0,3,0.31364,1.4572
2,0,3,0.18267,0.85806
2,0,1,-0.054126,0.84014
2,0,3,0.75644,0.97741
2,0,3,1.1411,0.68762
2,0,1,0.10780000000000001,0.8242
2,0,1,-0.011084,0.93664
2,0,1,0.1024,0.72465
2,0,2,-0.010205,0.96624
2,0,3,0.37717,0.78178
2,0,1,-0.2604,0.73688
2,0,2,-0.39246,0.86805
2,0,1,-0.13309000000000001,1.0835
2,0,3,0.81444,1.2477
2,0,2,-0.50597,0.79253
2,0,2,0.067639,0.68737
2,0,1,0.18458,0.67899
2,0,3,1.5088,0.64395
2,0,2,0.22168,0.67949
2,0,3,0.24545,0.68394
2,0,2,-0.31951,1.3237
2,0,1,-0.014478,0.64439
2,0,2,-0.30805,0.64642
2,0,3,-0.40994,0.90197
2,0,3,0.42943,1.5874
2,0,3,-0.22591,1.6859
2,0,1,0.021737,1.005
2,0,2,-0.28028,0.661
2,0,1,1.4147e-4,0.70458
2,0,2,-0.21891,0.94767
2,0,2,0.22868,1.1135
2,0,2,0.18874,1.0269
2,0,3,-0.61706,1.3791
2,0,3,-0.57442,1.0171
2,0,3,-0.97402,1.2901
2,0,2,0.23025,1.3716
2,0,1,-0.19855,0.73017
2,0,3,-0.16035,1.3888
2,0,2,0.31582,0.75801
2,0,3,-0.28507,0.71416
2,0,1,-0.076079,0.67583
2,0,1,-0.072148,0.76003
2,0,3,1.3649,1.4318
2,0,2,0.15732,0.91663
2,0,1,-0.011303,0.78078
2,0,2,-0.3267,1.1319
2,0,1,0.10361,0.89461
2,0,2,-0.2854,1.1181
2,0,1,0.14453,1.1568
2,0,3,-0.28116,1.2484
2,0,3,-1.0017,1.0769
2,0,1,0.06447,0.91206
2,0,3,-0.16321,0.69809
2,0,1,0.23963,0.60307
2,0,2,0.13181,0.76156
2,0,1,-0.087839,0.70072
2,0,2,0.11652,0.64981
2,0,3,0.39712,0.64476
2,0,1,0.013658,0.56956
2,0,2,-0.53041,0.62819
2,0,2,0.28811,0.53186
2,0,1,0.16894,0.57347
2,0,1,-0.21274,0.50938
2,0,3,-0.38327,0.54276
2,0,3,-0.37736,0.58085
2,0,2,-0.23361,0.55146
2,0,1,0.16269,0.55446
2,0,3,-0.68971,0.53078
2,0,2,0.062483,0.48445
2,0,3,-0.3987,0.61405
2,0,3,0.81408,0.60641
2,0,1,0.15363,0.64167
2,0,2,0.19692,0.78145
2,0,3,-0.68278,0.57661
2,0,2,0.10965,0.599
2,0,1,-0.017857,0.81416
2,1,1,-0.060101,0.65857
2,1,1,0.23994,0.62814
2,1,1,-0.36516,0.57959
2,1,3,-0.19096,0.74594
2,1,3,-0.37165,0.53297
2,1,2,0.14865,0.6959
2,1,1,-0.17306,0.55958
2,1,2,0.011859,1.0527
2,1,3,-0.55153,0.57891
2,1,2,-0.094009,0.5679
2,1,1,-0.12837,0.50249
2,1,3,-0.16104,0.49042
2,1,1,-0.047554,0.88344
2,1,2,0.60099,0.60769
2,1,3,-0.15283,0.95641
2,1,3,0.27608,0.61139
2,1,3,-0.2609,0.63957
2,1,2,-0.21268,0.51138
2,1,3,0.49738,0.52176
2,1,2,-0.24549,0.59547
2,1,2,0.12394,0.79699
2,1,1,0.069281,0.6444
2,1,1,0.10033,0.74587
2,1,2,0.13986,0.66559
2,1,3,-0.53524,0.60076
2,1,2,0.20782,0.71703
2,1,2,-0.51421,0.62306
2,1,3,-0.88603,0.77524
2,1,1,0.27718,0.59239
2,1,1,0.23701,0.5658
2,1,1,-0.15794,0.53686
2,1,3,0.079246,0.60055
2,1,1,-0.23891,0.56099
2,1,2,0.082682,0.58489
2,1,2,0.064796,0.65768
2,1,1,0.029807,0.53597
2,1,1,0.1857,0.63806
2,1,2,0.095282,0.56687
2,1,1,-0.20425,0.55367
2,1,3,0.72052,0.61482
2,1,3,-0.73722,0.66086
2,1,3,-0.24292,0.63811
2,1,3,0.25768,0.60017
2,1,2,-0.26683,0.58886
2,1,3,0.26288,0.62922
2,1,1,-0.22713,0.60051
2,1,2,0.43151,0.72228
3,0,2,-0.50407,1.753
3,0,2,0.15255,1.345
3,0,1,-0.13205,1.2786
3,0,1,0.23178,1.3922
3,0,1,0.016081,1.3483
3,0,2,-0.068669,1.2464
3,0,2,0.20624,1.2605
3,0,3,1.225,2.1035
3,0,1,0.090619,1.439
3,0,3,0.27126,1.1946
3,0,2,-0.11009,1.935
3,0,3,-0.024433,0.97042
3,0,1,0.68333,0.85857000000000006
3,0,3,0.0033031,1.5801
3,0,1,-0.14354,0.79261
3,0,2,0.027689,1.2052
3,0,2,-0.096675,1.1812
3,0,1,0.26517,0.74951
3,0,1,0.084945,0.75498
3,0,3,-0.21582,2.2101
3,0,2,0.28816,1.17
3,0,3,0.13302,1.5371
3,1,3,1.1229,0.71564
3,1,2,-0.16135,0.52016
3,1,2,1.5014,0.74393
3,1,3,0.22115,2.3023
3,1,3,-0.41136,1.0306
3,1,1,0.063733,1.1437
3,1,2,-0.31937,1.4427
3,1,1,0.19673,0.6137
3,1,2,-0.12404,1.1951
3,1,2,-0.40845,1.0954
3,1,1,-1.3251,0.53645
3,1,3,1.1362,1.0873
3,1,3,-1.195,1.0195
3,1,2,-0.7938,1.707
3,1,3,-1.1932,0.93056
3,1,1,0.51143,0.8606
3,1,2,0.36886,0.83555
3,1,2,-0.176,0.7707
3,1,3,0.34547,0.77693
3,1,3,-0.13218,1.2985
3,1,1,0.12255,0.99958
3,1,1,0.11262,0.80937
3,1,1,0.24022,0.71844
3,1,1,0.43864,0.67361
3,1,1,0.29685,0.61085
3,1,1,0.011799,0.61836
3,1,1,0.22847,0.58679
3,1,2,-0.39949,0.61338
3,1,3,0.69738,1.2477
3,1,1,0.24433,0.46073
3,1,1,-0.038417,0.5444
3,1,2,-0.18395,0.53982
3,1,3,-0.1034,0.87038
3,1,2,-1.5475,0.81535
3,1,3,-0.38591,1.0201
3,1,2,0.37661,0.70305
3,1,2,-0.065186,0.62871
3,1,1,-0.015832,0.59318
3,1,1,-0.091519,0.54618
3,1,2,-0.72112,0.57147
3,1,3,0.13451,0.66655
3,1,2,0.10832,0.73342
3,1,1,0.28574,0.49582
3,1,2,0.0025697,0.60537
3,1,3,-0.47655,0.86341
3,1,3,0.12985,0.92003
3,1,3,0.8792,0.92192
3,1,3,0.66931,0.54934
3,0,2,0.0075616,0.75873
3,0,2,-0.46133,1.9403
3,0,3,-0.36108,0.8892
3,0,2,0.3837,0.95902
3,0,2,-0.12701,1.3221
3,0,1,0.20244,0.79221
3,0,2,-0.27121,1.0574
3,0,3,0.14144,0.84789
3,0,1,-0.17971,0.75945
3,0,2,0.91008,1.7208
3,0,1,0.28153,0.79857
3,0,3,-1.4029,1.1299
3,0,1,0.10659,1.6544
3,0,2,-0.18192,1.0937
3,0,3,0.23596,2.1847
3,0,1,0.095871,0.68915
3,0,1,0.19877,0.94092
3,0,1,0.021498,0.85327
3,0,2,0.5408,1.2535
3,0,3,-1.2126,1.9801
3,0,3,1.4915,2.075
3,0,1,0.31826,1.9784
3,1,2,-0.15996,0.68673
3,1,2,-0.007397,1.1292
3,1,2,-0.18627,0.64294
3,1,3,0.16456,1.0077
3,1,3,0.40703,0.81144
3,1,2,0.018188,0.58932
3,1,1,-0.11149,0.56816
3,1,3,0.52701,0.55519
3,1,3,-0.26369,0.76905
3,1,2,0.35354,0.58586
3,1,3,0.16013,0.85283
3,1,2,-0.12042,0.64815
3,1,1,-0.0012112,0.79347
3,1,1,0.17695,0.69663
3,1,1,-0.0079252,0.6914
3,1,3,0.54054,0.96055
3,1,3,0.71651,0.67774
3,1,1,-0.076789,0.57893
3,1,1,0.077655,0.56788
3,1,1,-0.26994,0.54187
3,1,2,-0.50509,1.186
3,1,2,-0.68391,0.57182
3,1,1,-0.10035,0.53349
3,1,3,0.73412,0.61902
3,1,3,0.069252,0.44564
3,1,3,-1.1948,0.67902
3,1,3,0.033861,0.52462
3,1,3,-0.69722,0.60873
3,1,2,0.035455,0.52976
3,1,2,-0.19978,0.40784
3,1,1,0.46647,0.53541
3,1,1,0.046918,0.92191
3,1,1,-0.019173,0.81436
3,1,3,0.46043,0.58074
3,1,1,0.023706,0.46951
3,1,3,-0.80665,0.60137
3,1,1,-0.18292,0.52546
3,1,1,0.057225,0.59688
3,1,2,-0.21053,0.53862
3,1,1,-0.63427,0.68288
3,1,2,0.55105,0.53217
3,1,2,-0.031019,0.64515
3,1,3,1.1656,0.81077
3,1,2,-0.071041000000000007,0.46619
3,1,2,-0.068908,0.54721
3,1,1,0.47598,0.55275
3,1,3,-0.19299,1.0042
3,1,2,0.08348,0.61312
3,0,1,0.16129,0.7696
3,0,3,0.9731,1.0727
3,0,1,0.14553,0.65954
3,0,1,-0.15031,0.83892
3,0,1,-0.03666,0.57476
3,0,1,0.21205,0.82781
3,0,1,-0.0051846,0.72201
3,0,3,-0.053466,1.3651
3,0,3,-1.2741,1.5717
3,0,3,0.40136,1.4259
3,0,3,0.1649,1.0095
3,0,2,-0.61756,0.95632
3,0,3,-0.52954,1.5031
3,0,2,0.071009,1.0184
3,0,1,-0.218,1.5672
3,0,3,-1.39,2.1563
3,0,2,0.059617,1.0846
3,0,2,0.21291,1.7228
3,0,2,0.4881,1.0088
3,0,2,-0.49565,0.791
3,0,3,-0.96217,0.77503
3,0,1,0.079666,0.74693
3,0,2,0.28634,0.96796
3,0,2,0.29447,0.66802
3,1,1,-0.29601,0.48186
3,1,1,-0.37475,0.61735
3,1,3,0.62391,0.57847
3,1,3,-1.3299,0.63217
3,1,2,-0.24153,0.94202
3,1,3,-0.42607,0.69779
3,1,1,-0.014028,0.63895
3,1,1,-0.21537,0.61394
3,1,2,0.027214,1.1237
3,1,3,0.21759,1.0649
3,1,3,1.0471,0.81603
3,1,2,-0.28822,0.5887
3,1,1,0.31892,0.68616
3,1,2,-0.22002,0.78576
3,1,3,0.88631,1.1598
3,1,1,0.36256,0.65443
3,1,2,0.092863,0.58469
3,1,2,-0.4252,0.57371
3,1,2,-0.25871,0.71487
3,1,3,-0.11254,0.49422
3,1,1,-0.13475,0.59737
3,1,3,0.27053,0.58028
3,1,2,-0.18551,0.58797
3,1,1,-0.37586,0.62247
3,0,1,-0.078597,0.69708
3,0,2,-0.33877,1.0769
3,0,1,0.038533,0.596
3,0,1,-0.16587,0.56931
3,0,2,0.42106,0.57325
3,0,1,0.10782,0.50737
3,0,2,0.32418,0.75014
3,0,3,-0.15699,0.60441
3,0,2,-0.087191,0.78671
3,0,3,-0.40669,1.3375
3,0,2,-0.13202,1.4938
3,0,1,0.19842,0.91856
3,0,1,-0.036602,0.66666
3,0,3,0.17282,1.2461
3,0,1,-0.33651,0.71985
3,0,3,0.63553,1.358
3,0,3,0.31754,1.4817
3,0,3,0.64784,0.86318
3,0,2,0.9149,1.0349
3,0,3,0.96083,1.3325
3,0,2,0.044587,0.93128
3,0,2,0.11051,0.79219
3,0,3,-0.55104,0.80959
3,0,1,-0.28792,0.9293
3,1,1,0.5516,0.84429
3,1,1,0.043816,0.53278
3,1,1,-0.2691,0.51335
3,1,2,-1.1361,0.42376
3,1,1,-0.13999,0.53657
3,1,1,0.19928,0.51041
3,1,1,-0.30578,0.4708
3,1,3,-0.61255,0.58271
3,1,3,-0.36079,0.54883
3,1,3,0.21336,0.64028
3,1,2,0.49049,0.56415
3,1,3,-0.44791,0.54435
3,1,3,0.38394,0.66298
3,1,2,-0.28257,0.62051
3,1,2,0.090755,0.49091
3,1,1,-0.32881,0.58864
3,1,3,-0.74902,0.93638
3,1,3,0.46637,0.63396
3,1,2,0.15011,0.68739
3,1,2,0.49222,0.94146
3,1,2,-0.8033,0.82118
3,1,1,-0.45749,0.53831
3,1,3,-0.22286,0.56073
3,1,2,0.026228,0.49554
3,1,2,0.050003,0.69093
3,1,2,0.14436,0.72896
3,1,2,0.29763,0.89639
3,1,3,0.42507,0.67131
3,1,3,0.26309,0.57081
3,1,3,0.78029,0.54671
3,1,2,-0.0034945,0.52087
3,1,2,-0.40826,0.67629
3,1,3,1.2584,0.88038
3,1,2,-0.73618,0.81249
3,1,3,0.85417,0.78006
3,1,2,-0.027121,0.53909
3,1,1,0.19909,0.56957
3,1,3,0.65391,0.7784
3,1,3,0.68436,0.4491
3,1,1,0.18791,0.50758
3,1,3,0.52992,0.5446
3,1,1,0.094712,0.49779
3,1,1,0.25724,0.47895
3,1,1,0.22546,0.53944
3,1,1,-0.035841,0.54448
3,1,1,0.1028,0.57301
3,1,1,0.039169,0.54962
3,1,2,-0.7392,0.58976
3,0,3,-1.4846,0.74112
3,0,1,0.49914,0.64263
3,0,3,0.144,0.77114
3,0,3,0.085845,0.92354
3,0,1,-0.15192,0.66333
3,0,2,-1.0959,1.1745
3,0,3,-0.17452,1.0718
3,0,2,-0.21755,1.0296
3,0,2,-0.083244,1.439
3,0,1,0.059602,0.77742
3,0,1,0.27062,0.81092
3,0,2,-0.4097,1.0485
3,0,1,0.26987,0.5832
3,0,2,-0.54008,1.5026
3,0,1,0.060423,1.1372
3,0,3,-0.86019,1.192
3,0,1,-0.058811,0.62118
3,0,3,-0.0010189,1.199
3,0,3,-0.60537,1.222
3,0,3,-0.93063,1.3316
3,0,2,0.41001,2.4684
3,0,1,-0.072626,0.67201
3,0,2,-0.70883,2.0162
3,0,2,-0.38636,0.85309
3,1,2,0.93894,2.397
3,1,1,-0.096871,0.565
3,1,2,0.45571,1.2158
3,1,3,-0.43715,0.48056
3,1,2,-0.5183,0.47581
3,1,2,-0.19948,0.58847
3,1,1,-0.01686,0.6067
3,1,1,0.069837,0.39874
3,1,1,-0.21312999999999999,0.58767
3,1,3,-1.1274,0.55698
3,1,3,-0.35324,0.50945
3,1,3,-0.10203,0.49203
3,1,3,-0.010864,0.47622
3,1,3,1.3001,0.93659
3,1,2,0.44205,1.0251
3,1,3,-0.19414,0.54126
3,1,2,-0.035752,0.50657
3,1,2,0.018983,0.5278
3,1,1,0.11675,0.56435
3,1,3,0.97143,0.46458
3,1,2,0.98842,0.50684
3,1,1,0.60133,0.50579
3,1,1,-0.024992,0.53928
3,1,1,-0.19116,0.41794
3,0,1,-0.13212,0.444
3,0,3,-0.10984,0.70483
3,0,3,0.60693,0.60365
3,0,1,-0.0081946,0.50873
3,0,2,0.63491,0.57147
3,0,3,0.21282,0.56537
3,0,3,0.45921,0.50573
3,0,3,-0.71431,0.52326
3,0,2,0.79058,0.54596
3,0,1,0.23593,0.56398
3,0,1,0.3182,0.53886
3,0,2,-0.25603,0.57829
3,0,1,1.089,0.56214
3,0,2,0.54958,1.0663
3,0,2,0.79302,1.7261
3,0,2,-0.11239,1.0713
3,0,1,0.022573,0.56111
3,0,3,-0.28005,1.1535
3,0,1,0.045379,0.66061
3,0,2,0.11669,0.92741
3,0,1,-0.48072,0.52526
3,0,2,-0.59496,0.54274
3,0,3,-0.64024,0.56581
3,0,3,0.051034,0.80426
3,1,3,-0.0052629,0.58815
3,1,3,0.26126,0.99346
3,1,2,0.14455,0.48115
3,1,2,0.87171,0.60535
3,1,1,-0.24088,0.47288
3,1,1,-0.23506,0.51402
3,1,1,-0.27906,0.59619
3,1,3,-0.26401,0.50789
3,1,1,0.30221,0.52866
3,1,1,0.065373,0.51185
3,1,3,0.05321,0.94197
3,1,2,0.076104,0.51655
3,1,3,-0.87925,0.78699
3,1,2,0.52035,0.74512
3,1,3,-0.57908,0.7985
3,1,1,-0.67603,0.68725
3,1,2,0.062443,1.0121
3,1,3,0.18842,1.2065
3,1,3,-0.25432,0.86312
3,1,2,0.43389,0.69828
3,1,2,-0.51242,0.69609
3,1,1,0.21416,0.55516
3,1,2,0.53819,0.64082
3,1,1,-0.55464,0.74873
3,0,1,0.12847,0.83999
3,0,3,-0.53261,0.58125
3,0,2,-0.246,0.53861
3,0,2,-0.22921,0.69877
3,0,3,-0.20703,0.83154
3,0,3,-0.63368,0.57333
3,0,2,-1.6912e-4,0.55152
3,0,3,-0.68585,0.8023
3,0,2,-0.0059078,0.99169
3,0,2,-0.043564,0.70856
3,0,2,0.58880999999999994,0.75962
3,0,1,-0.32419,0.57939
3,0,2,-0.046462,1.1442
3,0,1,0.039109,0.63295
3,0,1,-0.0081059,0.62545
3,0,1,0.15842,0.8339
3,0,1,0.20962,1.2057
3,0,1,0.24062,0.6227
3,0,3,-1.0461,0.82734
3,0,3,-0.2331,1.7996
3,0,1,-0.10128,0.64791
3,0,3,0.21441,0.79318
3,0,2,-0.19672,1.2442
3,0,3,0.53505,0.7666
3,0,2,-0.16199,0.69502
3,0,1,0.60204,0.57156
3,0,1,0.15262,0.56003
3,0,2,-0.063329,1.103
3,0,1,-0.2956,0.67947
3,0,1,0.27877,0.59033
3,0,2,0.7435,1.0963
3,0,3,0.83248,0.84844
3,0,3,0.40214,0.77769
3,0,2,0.36155,0.61914
3,0,3,-0.23315,0.57883
3,0,2,-0.11169,0.5116
3,0,3,0.16141,1.1773
3,0,2,0.048559,0.75421
3,0,1,0.072778,0.57793
3,0,1,0.12639,0.66337
3,0,3,0.58658,1.6319
3,0,3,-0.99003,2.0936
3,0,1,-0.34247,0.54795
3,0,2,-0.14655,0.72489
3,0,1,0.34429,0.67298
3,0,3,-0.033256,0.54276
3,0,2,0.45041,0.72887
3,0,3,0.36234,0.58267
3,0,2,-0.027277,0.81636
3,0,3,0.54162,0.61183
3,0,1,-0.15163,0.75704
3,0,1,0.19078,0.55506
3,0,2,-0.52551,0.8662
3,0,1,-0.046873,0.5359
3,0,2,-0.015026,0.53749
3,0,2,0.4026,1.1688
3,0,3,-0.82131,0.58906
3,0,1,-0.22711,0.54531
3,0,3,-0.52644,0.65227
3,0,2,0.24436,0.51367
3,0,3,-1.3155,1.0287
3,0,1,-0.46089,0.58958
3,0,2,-0.065172,0.58606
3,0,3,-0.55646,0.88777
3,0,1,0.16704,0.54441
3,0,1,0.068638,0.50709
3,0,3,0.50402,0.78181
3,0,3,0.67555,0.64549
3,0,2,-0.16856,0.57421
3,0,1,-0.061264,0.51387
3,0,2,-0.20891,0.57817
3,0,3,0.81916,0.55422
3,1,2,-0.87816,0.64282
3,1,1,0.035026,0.47325
3,1,3,-1.0011,0.48244
3,1,3,0.17361,0.495
3,1,3,-0.58342,0.84067
3,1,3,1.3258,0.61122
3,1,2,-0.24545,0.42934
3,1,1,0.42975,0.50987
3,1,2,-0.12157,0.62252
3,1,3,-0.84678,0.68339
3,1,3,-0.043462,0.51128
3,1,3,-1.4089,0.6606
3,1,2,-0.16334,0.4472
3,1,1,0.01363,0.50464
3,1,2,-0.79965,0.65834
3,1,1,0.15435,0.42215
3,1,1,-0.027853,0.50506
3,1,2,0.62661,0.4412
3,1,1,0.50613,0.49731
3,1,3,-1.3885,0.85941
3,1,2,0.08298,0.75023
3,1,1,-0.10362,0.53707
3,1,1,0.26629,0.5046
3,1,2,0.69179,0.53857
3,0,1,-0.52046,0.57203
3,0,1,0.15821,0.77591
3,0,2,-0.30062,0.50234
3,0,2,0.75657,0.50614
3,0,3,1.4436,0.80853
3,0,2,0.2525,0.53585
3,0,1,0.45462,0.54657
3,0,2,-0.1663,0.66568
3,0,1,0.36627,0.5081
3,0,2,0.026784,0.50082
3,0,3,-0.53019,0.61809
3,0,2,0.39622,0.74451
3,0,2,0.2657,0.64508
3,0,3,-0.017389,0.94373
3,0,1,0.24391,0.55615
3,0,3,0.019651,0.76877
3,0,3,1.0691,0.65776
3,0,3,0.61937,0.56503
3,0,1,-0.76546,0.44736
3,0,2,0.64051,0.5372
3,0,1,-0.066306,0.45649
3,0,3,0.23954,0.51648
3,0,1,-0.053022,0.51095
3,0,3,-0.45121,0.58543
4,1,3,-1.2324,1.0496
4,1,3,-0.65802,0.71271
4,1,3,0.45719,0.55382
4,1,2,0.45802,0.66999
4,1,3,0.51756,0.58134
4,1,2,0.25124,0.7927
4,1,1,0.099958,0.74443
4,1,1,-0.055068,0.56966
4,1,3,0.88649,0.73169
4,1,2,-0.29789,0.62514
4,1,1,0.29053,0.60945
4,1,1,-0.1674,0.57589
4,1,2,0.092108,0.85306
4,1,3,0.6846,0.61014
4,1,1,0.19451,0.65054
4,1,2,0.43134,0.66543
4,1,1,0.060907,0.72119
4,1,2,0.15699,0.88948
4,1,2,0.25434,0.58594
4,1,3,0.67549,0.72933
4,1,1,0.15171,0.6713
4,1,2,-0.3022,0.72514
4,1,1,-0.085284,0.55147
4,1,3,0.2028,0.89519
4,1,1,0.061978,0.53821
4,1,3,1.0858,0.69012
4,1,2,0.055322,0.66444
4,1,2,0.27977,1.2493
4,1,1,0.25098,0.49637
4,1,2,0.34718,0.55172
4,1,2,-0.041247,0.53653
4,1,3,-0.40283,0.78925
4,1,3,-0.024068,0.62059
4,1,1,-0.079659,0.58671
4,1,2,0.45793,0.86255
4,1,1,-0.079517,0.62872
4,1,2,0.3002,0.63857
4,1,3,0.55682,0.97272
4,1,3,0.18439,1.2427
4,1,3,0.68059,0.63004
4,1,3,-0.22984,0.67384
4,1,3,-0.33306,0.64065
4,1,2,0.026888,0.74377
4,1,1,0.27194,0.92197
4,1,1,0.14792,0.54462
4,1,1,-0.17426,0.62309
4,1,1,0.059181,0.51929
4,1,2,0.41615,0.79377
4,1,2,0.32958,0.82183
4,1,3,1.0789,0.62978
4,1,3,-0.42021,0.50776
4,1,3,-0.41788,0.62678
4,1,3,0.17767,0.67692
4,1,1,0.16561,0.5214
4,1,1,0.047328,0.63918
4,1,3,-0.84274,0.64229
4,1,2,0.86292,0.93262
4,1,3,-0.88926,0.66933
4,1,2,0.2898,0.62997
4,1,1,-0.040946,0.63188
4,1,2,0.13708,0.55436
4,1,2,0.65996,0.65887
4,1,2,0.33322,0.58694
4,1,3,0.2422,0.69898
4,1,1,-0.28784,0.57815
4,1,1,-0.011389,0.60829
4,1,2,-0.46288,0.7056
4,1,1,0.11367,0.63247
4,1,2,-0.015845,0.60779
4,1,1,-0.12329,0.59966
4,1,3,-0.50079,0.74132
4,1,1,0.063887,0.71057
4,0,2,-0.32034,0.67083
4,0,1,-0.28486,0.54127
4,0,3,-0.25749,0.73708
4,0,1,0.001267,0.78802
4,0,1,0.025762,0.86627
4,0,3,-0.75871,0.98965
4,0,1,0.21859,0.72619
4,0,1,-0.20909,0.77663
4,0,2,-0.39801,1.2617
4,0,2,0.33237,0.79719
4,0,1,0.17774,0.89559
4,0,1,0.18176,2.0644
4,0,3,-0.13477,2.4762
4,0,3,-0.4225,1.2494
4,0,2,-0.746,1.0704
4,0,3,0.62609,0.64486
4,0,1,0.13672,0.63759
4,0,3,-0.59419,0.75273
4,0,2,-0.24548,1.6685
4,1,2,0.81172,0.76494
4,1,3,0.018782,0.6122
4,1,2,-0.56548,0.54929
4,1,2,-0.36314,0.62432
4,1,1,0.14036,0.56983
4,1,2,-0.24773,0.5427
4,1,2,1.0478,0.48264
4,1,1,0.069099,0.80078
4,1,3,-0.067609,0.85436
4,1,1,-0.10736,0.57518
4,1,1,0.12485,0.54722
4,1,3,0.055761,0.59959
4,1,3,-0.31136,0.64935
4,1,3,-0.79189,0.78881
4,1,1,-0.36747,0.62456
4,1,1,0.074396,0.6306
4,1,1,-0.13549,0.6086
4,1,3,-0.82122,0.85046
4,1,2,-0.22882,0.57864
4,1,2,0.14851,0.63312
4,1,2,0.41888,0.58726
4,1,3,-0.086023,0.58904
4,1,1,-0.20067,0.73154
4,1,3,0.2127,0.63083
4,0,1,-0.22719,0.69147
4,0,3,-0.027264,1.0643
4,0,3,1.4656,0.94767
4,0,2,-0.25237,0.91087
4,0,1,0.079779,0.75361
4,0,1,-0.0083877,0.6766
4,0,2,0.41824,1.0904
4,0,3,-0.29297,1.2702
4,0,3,-0.13482,1.6541
4,0,1,0.21153,1.1692
4,0,1,0.085112,2.0436
4,0,2,0.24445,1.0272
4,0,2,-0.26384,1.8375
4,0,2,0.15934,0.95477
4,0,2,-0.33644,0.87931
4,0,3,-0.5247,1.2319
4,0,3,0.23803,1.3725
4,0,1,-0.15672,0.91009
4,0,2,-0.01942,1.4423
4,0,1,0.19741,0.95639
