,C2ST Accuracy
$v$,0.5326875
$v_{\mathrm{diff}}$,0.5276875
$a$,0.5535625000000001
$\tau$,0.5473125000000001
$v_{\mathrm{diff}}$ -- $u_1$ | $c_{1}$,0.5204249999999999
$a$ -- $u_1$ | $c_{1}$,0.520575
$v_{\mathrm{diff}}$ -- $u_2$ | $c_{1}$,0.5274750000000001
$a$ -- $u_2$ | $c_{1}$,0.5166625
_mean_accuracy_,0.5307984375000001
_joint_c2st_,0.8130124999999999
